(-)-Ureidoglycolate	NC(=O)N[C@@H](O)C(=O)[O-]	NWZYYCVIOKVTII-SFOWXEAESA-M
Three disacharide linked murein units (pentapeptide crosslinked tetrapeptide (A2pm->D-ala) tetrapeptide corsslinked tetrapeptide (A2pm->D-ala)) (middle of chain)	CC(=O)NC1=COC(CO)C2OC3OC(CO)C(OC4OC(CO)C5OC6OC(CO)C(OC7OC(CO)C(OC8OC(CO)C(O)C(O)C8NC(C)=O)C(OC(C)C(=O)NC(C)C(=O)NC(CCC(=O)O)C(=O)NC(CCCC(N)C(=O)O)C(=O)NC(C)C(=O)NC(C(=O)O)CCCC(NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(C)OC5C4NC(C)=O)C(=O)NC(C)C(=O)NC(C(=O)O)CCCC(C(=O)NC(C)C(=O)NC(C)C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(C)OC12)C7NC(C)=O)C(O)C6NC(C)=O)C(O)C3NC(C)=O	UVVIMBIDZMDRCG-UHFFFAOYSA-N
Three disacharide linked murein units (tetrapeptide crosslinked tetrapeptide (A2pm->D-ala), one uncrosslinked tetrapaptide) (middle of chain)	CC(=O)NC1=COC(CO)C2OC3OC(CO)C(OC4OC(CO)C(OC5OC(CO)C(OC6OC(CO)C(OC7OC(CO)C(O)C(O)C7NC(C)=O)C(OC(C)C(=O)NC(C)C(=O)NC(CCC(=O)[O-])C(=O)NC(CCCC([NH3+])C(=O)[O-])C(=O)NC(C)C(=O)[O-])C6NC(C)=O)C(O)C5NC(C)=O)C(OC(C)C(=O)NC(C)C(=O)NC(CCC(=O)[O-])C(=O)NC(CCCC([NH3+])C(=O)[O-])C(=O)NC(C)C(=O)NC(C(=O)[O-])CCCC(C(=O)NC(C)C(=O)[O-])NC(=O)C(CCC(=O)[O-])NC(=O)C(C)NC(=O)C(C)OC12)C4NC(C)=O)C(O)C3NC(C)=O	NPJMJVATSCHTAI-UHFFFAOYSA-H
Thymidine	Cc1cn([C@H]2C[C@H](O)[C@@H](CO)O2)c(=O)[nH]c1=O	IQFYYKKMVGJFEH-XLPZGREQSA-N
Thymine	Cc1c[nH]c(=O)[nH]c1=O	RWQNBRDOKXIBIV-UHFFFAOYSA-N
Trans-3-cis-5-dodecenoyl-[acyl-carrier protein]	CCCCCC/C=C/C=CCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])O[*]	
Trans-3-cis-7-myristoleoyl-[acyl-carrier protein]	CCCCCCC=CCCC=CCC(=O)SCCNC(=O)CCNC(=O)C(O)C(C)(C)COP(=O)([O-])O[*]	
Trans-Aconitate	O=C([O-])C=C(CC(=O)[O-])C(=O)[O-]	GTZCVFVGUGFEME-UHFFFAOYSA-K
Trans-Cinnamate	O=C(O)/C=C\c1ccccc1	WBYWAXJHAXSJNI-SREVYHEPSA-N
Trans-Dec-2-enoyl-CoA	CCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]	MGNBGCRQQFMNBM-YJHHLLFWSA-J
Trans-Dec-2-enoyl-[acyl-carrier protein]	CCCCCCC/C=C/C(=O)S[*]	
Trans-Dodec-2-enoyl-CoA	CCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]	IRFYVBULXZMEDE-DEEZISNZSA-J
Trans-Dodec-2-enoyl-[acyl-carrier protein]	CCCCCCCCC/C=C/C(=O)S[*]	
Trans-Hex-2-enoyl-CoA	CCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]	OINXHIBNZUUIMR-IXUYQXAASA-J
Trans-Hex-2-enoyl-[acyl-carrier protein]	CCC/C=C/C(=O)S[*]	
Trans-Hexadec-2-enoyl-CoA	CCCCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]	JUPAQFRKPHPXLD-MSHHSVQMSA-J
Trans-Hexadec-2-enoyl-[acyl-carrier protein]	CCCCCCCCCCCCC/C=C/C(=O)S[*]	
Trans-Oct-2-enoyl-CoA	CCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]	CPSDNAXXKWVYIY-NTLMCJQISA-J
Trans-Octadec-2-enoyl-CoA	CCCCCCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]	NBCCUIHOHUKBMK-ZDDAFBBHSA-J
Trans-Tetradec-2-enoyl-CoA	CCCCCCCCCCC/C=C/C(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP(=O)([O-])OP(=O)([O-])OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)([O-])[O-]	MBCVYCOKMMMWLX-YYMFEJJQSA-J
Trans-Tetradec-2-enoyl-[acyl-carrier protein]	CCCCCCCCCCC/C=C/C(=O)S[*]	
Trans-octadec-2-enoyl-[acyl-carrier protein]	CCCCCCCCCCCCCCC/C=C/C(=O)S[*]	
Trehalose	OC[C@H]1O[C@H](O[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	HDTRYLNUVZCQOY-LIZSDCNHSA-N
Trimethylamine	C[NH+](C)C	GETQZCLCWQTVFV-UHFFFAOYSA-O
Trimethylamine N-oxide	C[N+](C)(C)[O-]	UYPYRKYUKCHHIB-UHFFFAOYSA-N
Tungstate	O=[W](=O)([O-])O	QGUPUDUDXSOSNF-UHFFFAOYSA-M
Two disacharide linked murein units, pentapeptide corsslinked tripeptide (A2pm->A2pm) (middle of chain)	CC(=O)NC1=COC(CO)C2OC3OC(CO)C(OC4OC(CO)C(OC5OC(CO)C(O)C(O)C5NC(C)=O)C(OC(C)C(=O)NC(C)C(=O)NC(CCC(=O)[O-])C(=O)NC(CCCC([NH3+])C(=O)[O-])C(=O)NC(C(=O)[O-])CCCC(C(=O)NC(C)C(=O)NC(C)C(=O)[O-])NC(=O)C(CCC(=O)[O-])NC(=O)C(C)NC(=O)C(C)OC12)C4NC(C)=O)C(O)C3NC(C)=O	NWXIFLQOGBWFMT-UHFFFAOYSA-J
Two disacharide linked murein units, pentapeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain)	CC(=O)NC1=COC(CO)C2OC3OC(CO)C(OC4OC(CO)C(OC5OC(CO)C(O)C(O)C5NC(C)=O)C(OC(C)C(=O)NC(C)C(=O)NC(CCC(=O)O)C(=O)NC(CCCC(N)C(=O)O)C(=O)NC(C)C(=O)NC(C(=O)O)CCCC(C(=O)NC(C)C(=O)NC(C)C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(C)OC12)C4NC(C)=O)C(O)C3NC(C)=O	NQXCJQVWBSGGNW-UHFFFAOYSA-N
Two disacharide linked murein units, tripeptide crosslinked tetrapeptide (A2pm->D-ala) (middle of chain)	CC(=O)NC1=COC(CO)C2OC3OC(CO)C(OC4OC(CO)C(OC5OC(CO)C(O)C(O)C5NC(C)=O)C(OC(C)C(=O)NC(C)C(=O)NC(CCC(=O)[O-])C(=O)NC(CCCC(N)C(=O)[O-])C(=O)NC(C)C(=O)NC(C(=O)[O-])CCCC(C(=O)O)NC(=O)C(CCC(=O)[O-])NC(=O)C(C)NC(=O)C(C)OC12)C4NC(C)=O)C(O)C3NC(C)=O	LOVDDQLBOGPFKC-UHFFFAOYSA-J
Two disacharide linked murein units, tripeptide crosslinked tripeptide (A2pm->A2pm) (middle of chain)	CC(=O)NC1=COC(CO)C2OC3OC(CO)C(OC4OC(CO)C(OC5OC(CO)C(O)C(O)C5NC(C)=O)C(OC(C)C(=O)NC(C)C(=O)NC(CCC(=O)O)C(=O)NC(CCCC(N)C(=O)O)C(=O)NC(C(=O)O)CCCC(C(=O)O)NC(=O)C(CCC(=O)O)NC(=O)C(C)NC(=O)C(C)OC12)C4NC(C)=O)C(O)C3NC(C)=O	IYFHCENFVZTZLO-UHFFFAOYSA-N
Tyramine	[NH3+]CCc1ccc(O)cc1	DZGWFCGJZKJUFP-UHFFFAOYSA-O
UDP	O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1	XCCTYIAWTASOJW-XVFCMESISA-K
UDP-2,3-bis(3-hydroxytetradecanoyl)glucosamine	CCCCCCCCCCC[C@@H](O)CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1OC(=O)C[C@H](O)CCCCCCCCCCC	KOJCFMYSTWNMQW-RUAJDYCTSA-L
UDP-3-O-(3-hydroxytetradecanoyl)-D-glucosamine	CCCCCCCCCCC[C@@H](O)CC(=O)O[C@H]1[C@H](O)[C@@H](CO)O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@@H]1[NH3+]	ZFPNNOXCEDQJQS-SSVOXRMNSA-M
UDP-3-O-(3-hydroxytetradecanoyl)-N-acetylglucosamine	CCCCCCCCCCC[C@@H](O)CC(=O)O[C@H]1[C@H](O)[C@@H](CO)O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@@H]1NC(C)=O	TZSJGZGYQDNRRX-MPLCHSTDSA-L
UDP-4-keto-pyranose	O=C1CO[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@H]1O	URJZIQLTPCJVMW-QNSCKLTRSA-L
UDP-D-galacto-1,4-furanose	O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@@H]([C@H](O)CO)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1	ZQLQOXLUCGXKHS-SIAUPFDVSA-L
UDP-D-glucuronate	O=C([O-])[C@H]1O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@@H](O)[C@@H]1O	HDYANYHVCAPMJV-LXQIFKJMSA-K
UDP-N-acetyl-3-O-(1-carboxyvinyl)-D-glucosamine	C=C(O[C@H]1[C@H](O)[C@@H](CO)O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@@H]1NC(C)=O)C(=O)[O-]	BEGZZYPUNCJHKP-DBYWSUQTSA-K
UDP-N-acetyl-D-galactosamine	CC(=O)N[C@H]1C(OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)nc3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@H](O)[C@@H]1O	LFTYTUAZOPRMMI-LDDHHVEYSA-N
UDP-N-acetyl-D-glucosamine	CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O	LFTYTUAZOPRMMI-CFRASDGPSA-L
UDP-N-acetyl-D-mannosamine	CC(=O)N[C@@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O	LFTYTUAZOPRMMI-ZYQOOJPVSA-L
UDP-N-acetyl-D-mannosaminouronate	CC(=O)N[C@@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](C(=O)[O-])[C@@H](O)[C@@H]1O	DZOGQXKQLXAPND-XHUKORKBSA-K
UDP-N-acetylmuramate	CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)[O-]	NQBRVZNDBBMBLJ-MQTLHLSBSA-K
UDP-N-acetylmuramoyl-L-alanine	CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)N[C@@H](C)C(=O)[O-]	NTMMCWJNQNKACG-KBKUWGQMSA-K
UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate	CC(=O)N[C@H]1C(OP(=O)(O)OP(=O)(O)OC[C@H]2O[C@@H](n3ccc(=O)nc3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCC[C@@H](N)C(=O)O)C(=O)O)C(=O)O	QUHLBZKCGUXHGP-AJVQVANPSA-N
UDP-N-acetylmuramoyl-L-alanyl-D-gamma-glutamyl-meso-2,6-diaminopimelate-D-alanine	CC(=O)NC1C(OP(=O)([O-])OP(=O)([O-])OCC2OC(n3ccc(=O)[nH]c3=O)C(O)C2O)OC(CO)C(O)C1OC(C)C(=O)NC(C)C(=O)NC(CCC(=O)NC(CCCC(NC(=O)C(C)[NH3+])C(=O)[O-])C(=O)[O-])C(=O)[O-]	QKWIMSUVANLDFA-UHFFFAOYSA-J
UDP-N-acetylmuramoyl-L-alanyl-D-glutamate	CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)[O-])C(=O)[O-]	OJZCATPXPWFLHF-HPUCEMLMSA-J
UDP-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCC[C@@H]([NH3+])C(=O)[O-])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])C(=O)[O-]	IMWOXEZVYQDRDF-MCZXNMLPSA-J
UDPgalactose	O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1	HSCJRCZFDFQWRP-ABVWGUQPSA-L
UDPglucose	O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])O[C@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H](O)[C@H]2O)c(=O)[nH]1	HSCJRCZFDFQWRP-JZMIEXBBSA-L
UMP	O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1	DJJCXFVJDGTHFX-XVFCMESISA-L
UTP	O=c1ccn([C@@H]2O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]2O)c(=O)[nH]1	PGAVKCOVUIYSFO-XVFCMESISA-J
Ubiquinol-8	COc1c(O)c(C)c(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)c(O)c1OC	LOJUQFSPYHMHEO-SGHXUWJISA-N
Ubiquinone-8	COC1=C(OC)C(=O)C(C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)=C(C)C1=O	ICFIZJQGJAJRSU-SGHXUWJISA-N
Undecaprenyl diphosphate	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)(O)OP(=O)(O)O	NTXGVHCCXVHYCL-UHFFFAOYSA-N
Undecaprenyl diphospho N-acetyl-glucosamine	CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@H](CO)[C@@H](O)[C@@H]1O	NEVJGTXBHJNFAZ-JXCMATCVSA-L
Undecaprenyl phosphate	CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/CC/C(C)=C/COP(=O)([O-])[O-]	UFPHFKCTOZIAFY-RDQGWRCRSA-L
Undecaprenyl phosphate-4-amino-4-deoxy-L-arabinose	CC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCCC(C)=CCOP(=O)([O-])OC1OCC([NH3+])C(O)C1O	BAFPKKRTAQMYMS-UHFFFAOYSA-N
Undecaprenyl-diphospho-N-acetylglucosamine-N-acetylmannosaminuronate	CC(=O)N[C@@H]1[C@H](O[C@@H]2[C@@H](CO)O[C@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)[C@H](NC(C)=O)[C@H]2O)O[C@H](C(=O)[O-])[C@@H](O)[C@@H]1O	IGGGNUSEBUZFTR-YETNCWQZSA-K
Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-ala-D-glu-meso-2,6-diaminopimeloyl-D-ala-D-ala	CC(=O)N[C@H]1[C@H](O[C@@H]2[C@@H](CO)O[C@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)[C@H](NC(C)=O)[C@H]2O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCC[C@@H]([NH3+])C(=O)[O-])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])C(=O)[O-])O[C@H](CO)[C@@H](O)[C@@H]1O	OXJNZXDFVLDLEI-MBCYCBSHSA-J
Undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine	CC(=O)N[C@H]1[C@@H](OP(=O)([O-])OP(=O)([O-])OC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(/C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)O[C@H](CO)[C@@H](O)[C@@H]1O[C@H](C)C(=O)N[C@@H](C)C(=O)N[C@H](CCC(=O)N[C@@H](CCC[C@@H]([NH3+])C(=O)[O-])C(=O)N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])C(=O)[O-]	PNWZQTONLRRPST-KLDRQJOASA-J
Uracil	O=c1cc[nH]c(=O)[nH]1	ISAKRJDGNUQOIC-UHFFFAOYSA-N
Urate	O=C1N=C2NC(=O)NC2C(=O)N1	KLMXEVHMXUCFEP-UHFFFAOYSA-N
Urea	NC(N)=O	XSQUKJJJFZCRTK-UHFFFAOYSA-N
Ureidoacrylate peracid	NC(=O)N/C=C\C(=O)OO	AJFKXWQDHFYKFK-UPHRSURJSA-N
Uridine	O=c1ccn([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1	DRTQHJPVMGBUCF-XVFCMESISA-N
Uridine 5''-diphospho-{beta}-4-deoxy-4-amino-L-arabinose	[NH3+][C@H]1CO[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@H]1O	GWBAKYBSWHQNMQ-IAZOVDBXSA-M
Uridine 5''-diphospho-{beta}-4-deoxy-4-formamido-L-arabinose	O=CN[C@H]1CO[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]2O[C@@H](n3ccc(=O)[nH]c3=O)[C@H](O)[C@@H]2O)[C@H](O)[C@H]1O	QGYFHZBDXXNYAX-RTXATJJPSA-L
Uroporphyrinogen	O=C([O-])CCc1c2[nH]c(c1CC(=O)[O-])Cc1[nH]c(c(CC(=O)[O-])c1CCC(=O)[O-])Cc1[nH]c(c(CC(=O)[O-])c1CCC(=O)[O-])Cc1[nH]c(c(CCC(=O)[O-])c1CC(=O)[O-])C2	HUHWZXWWOFSFKF-UHFFFAOYSA-F
XDP	O=c1[nH]c(=O)c2ncn([C@@H]3O[C@H](COP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]3O)c2[nH]1	YMOPVQQBWLGDOD-UUOKFMHZSA-K
XTP	O=c1[nH]c(=O)c2ncn([C@@H]3O[C@H](COP(=O)([O-])OP(=O)([O-])OP(=O)([O-])[O-])[C@@H](O)[C@H]3O)c2[nH]1	CAEFEWVYEZABLA-UUOKFMHZSA-J
Xanthine	O=c1[nH]c(=O)c2nc[nH]c2[nH]1	LRFVTYWOQMYALW-UHFFFAOYSA-N
Xanthosine	O=c1[nH]c(=O)c2ncn([C@@H]3O[C@H](CO)[C@@H](O)[C@H]3O)c2[nH]1	UBORTCNDUKBEOP-UUOKFMHZSA-N
Xanthosine 5'-phosphate	O=c1[nH]c(=O)c2ncn([C@@H]3O[C@H](COP(=O)([O-])[O-])[C@@H](O)[C@H]3O)c2[nH]1	DCTLYFZHFGENCW-UUOKFMHZSA-L
Zinc	[Zn+2]	PTFCDOFLOPIGGS-UHFFFAOYSA-N
[4Fe-4S] iron-sulfur cluster	[SH]12[Fe]3[SH]4[Fe]1[SH]1[Fe]2[SH]3[Fe]41	LJBDFODJNLIPKO-UHFFFAOYSA-N
